PRECTOTCORR_SUM     MERRA-2 Precipitation Corrected Sum (mm/day) ,,,,,,,
QV2M                MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
T2M                 MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
T2M_MAX             MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,
T2M_MIN             MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,
District,Year,Month,Pre_sum,QV2M,T2M,T2M_MAX,T2M_MIN
Nalbari,2009,January,0.1,9.3,16.54,24.12,9.64
Nalbari,2009,February,1.45,9.07,18.54,28.51,11.45
Nalbari,2009,March,42.3,9.24,22.64,32.65,12.5
Nalbari,2009,April,96.82,12.6,26.81,36.31,18.95
Nalbari,2009,May,218.15,16.53,28.49,37.46,21.58
Nalbari,2009,June,178.03,19.48,30.03,37.18,24.54
Nalbari,2009,July,437.33,21.2,29.95,36.56,25.1
Nalbari,2009,August,378.36,21.08,28.76,34.74,24.41
Nalbari,2009,September,202.24,19.63,27.77,33.66,22.84
Nalbari,2009,October,194.4,15.88,24.32,32.75,17.22
Nalbari,2009,November,5.12,12.56,20.34,28.19,12.68
Nalbari,2009,December,10.85,9.83,16.4,24.69,9.14
Nalbari,ANN,ANN,1765.15,14.73,24.24,37.46,9.14
Nalbari,2010,January,0,7.98,15.53,23.71,8.31
Nalbari,2010,February,0.19,8.58,17.5,26.64,8.5
Nalbari,2010,March,52.86,10.88,23.72,34.2,14.34
Nalbari,2010,April,368.53,15.81,26.82,34.56,19.34
Nalbari,2010,May,336.4,18.77,27.83,34.16,22.13
Nalbari,2010,June,532.78,20.67,28.75,34.22,24.32
Nalbari,2010,July,345.45,21.25,28.77,33.29,23.97
Nalbari,2010,August,261.78,21.19,28.69,34.34,25.01
Nalbari,2010,September,288.72,19.67,27.37,32.42,22.21
Nalbari,2010,October,119.96,16.44,24.6,31.53,17.38
Nalbari,2010,November,3.14,13.17,21.23,28.67,14.08
Nalbari,2010,December,3.34,9.21,16.3,26.46,9.12
Nalbari,ANN,ANN,2313.15,15.33,23.96,34.56,8.31
Nalbari,2011,January,2.88,7.84,13.98,22.58,6.39
Nalbari,2011,February,17.59,9.13,17.7,25.71,10.27
Nalbari,2011,March,43.51,10.91,21.63,31.25,12.05
Nalbari,2011,April,49.81,13.39,24.97,33.13,16.51
Nalbari,2011,May,188.54,17.59,27.67,34.6,20.8
Nalbari,2011,June,461.48,19.85,29.25,35.11,23.49
Nalbari,2011,July,275.45,20.9,28.76,33.74,24.07
Nalbari,2011,August,453.63,20.37,28.56,34.97,23.61
Nalbari,2011,September,267.5,19.93,27.82,33.83,23.24
Nalbari,2011,October,8.87,16.4,25.26,32.31,18.68
Nalbari,2011,November,11.06,11.59,19.88,26.33,14.11
Nalbari,2011,December,0.65,9.8,16.91,26.18,8.34
Nalbari,ANN,ANN,1780.97,14.84,23.56,35.11,6.39
Nalbari,2012,January,14.48,8.05,14.65,22.56,7.78
Nalbari,2012,February,9.27,8.37,17.12,27.63,7.6
Nalbari,2012,March,13.48,9.05,21.64,33.68,12.3
Nalbari,2012,April,232.13,14.13,25.81,34.3,17.46
Nalbari,2012,May,218.76,17.58,28.68,35.63,19.82
Nalbari,2012,June,637,21.37,29.26,34.41,25
Nalbari,2012,July,468.95,22.04,29.02,34.35,25.71
Nalbari,2012,August,214.02,22.15,28.66,34.52,25.12
Nalbari,2012,September,182.83,20.9,28.08,36.87,23.68
Nalbari,2012,October,104.52,16.99,25.56,31.89,18.98
Nalbari,2012,November,3.39,11.97,20.7,30.31,13.51
Nalbari,2012,December,4.93,9.55,17.19,25.39,8.96
Nalbari,ANN,ANN,2103.76,15.2,23.88,36.87,7.6
Nalbari,2013,January,0.05,7.99,15.61,24.95,6.12
Nalbari,2013,February,13.37,9.68,19.94,29.28,12.04
Nalbari,2013,March,20.74,10.73,22.99,32.07,15.25
Nalbari,2013,April,127.4,13.15,26.02,35.39,17.99
Nalbari,2013,May,512.13,18.58,27.77,34.44,19.19
Nalbari,2013,June,343.25,21.81,29.34,36.65,24.33
Nalbari,2013,July,339.87,22.19,29.05,33.87,25.79
Nalbari,2013,August,190.57,21.76,28.53,33.89,24.89
Nalbari,2013,September,153.59,20.4,28.06,34.69,22.03
Nalbari,2013,October,218.54,16.61,25.11,33.15,17.78
Nalbari,2013,November,0,12.37,21,27.77,14.28
Nalbari,2013,December,0.22,10.36,17.38,26.17,9.75
Nalbari,ANN,ANN,1919.73,15.5,24.25,36.65,6.12
Nalbari,2014,January,1.78,9.78,17.09,25.47,9.57
Nalbari,2014,February,29.04,9.08,17.74,26.18,9.59
Nalbari,2014,March,12.33,10.77,22.58,33.34,13.72
Nalbari,2014,April,30.94,11.86,27.02,37.18,16.67
Nalbari,2014,May,260.08,17.74,28.94,36.32,21.89
Nalbari,2014,June,407.96,21.44,30.2,35.74,25.94
Nalbari,2014,July,191.39,21.94,29.53,34.81,25.93
Nalbari,2014,August,251.11,21.62,28.72,34.4,25.03
Nalbari,2014,September,411.25,20.5,28.1,33.33,23.4
Nalbari,2014,October,59.82,16.77,25.79,33.56,18.65
Nalbari,2014,November,0.2,13.43,21.77,28.93,13.97
Nalbari,2014,December,0.13,10.62,18.34,26.4,9.45
Nalbari,ANN,ANN,1656.03,15.5,24.69,37.18,9.45
Nalbari,2015,January,7.75,9.74,17.89,26.91,10.7
Nalbari,2015,February,16.74,10.1,19.91,29.6,11.4
Nalbari,2015,March,26.18,11.39,23.53,32.92,14.02
Nalbari,2015,April,221.06,15.17,26.38,34.93,19.45
Nalbari,2015,May,336.24,19.33,28.47,34.63,21.59
Nalbari,2015,June,338.22,21.72,29.32,34.48,23.76
Nalbari,2015,July,280.15,21.87,29.33,35.19,24.54
Nalbari,2015,August,391.05,21.82,28.79,34.26,24.79
Nalbari,2015,September,281.84,20.91,28.35,33.96,23.7
Nalbari,2015,October,65.01,17.68,26.04,32.99,20.17
Nalbari,2015,November,11.18,14,22.44,28.24,16.99
Nalbari,2015,December,25.47,10.28,17.89,26.74,10.74
Nalbari,ANN,ANN,2000.89,16.2,24.88,35.19,10.7
Nalbari,2016,January,11.78,8.92,16.79,24.48,10.07
Nalbari,2016,February,5.56,9.88,20.23,29.99,12.14
Nalbari,2016,March,57.82,11.78,24.62,33.53,15.42
Nalbari,2016,April,457.19,16.9,27.33,35.11,18.94
Nalbari,2016,May,352.75,19.19,28.26,33.7,22.78
Nalbari,2016,June,303.94,21.63,29.42,35.72,25.46
Nalbari,2016,July,417.72,21.96,29.06,35.28,24.55
Nalbari,2016,August,88.99,22.22,29.53,37.53,25.9
Nalbari,2016,September,111.62,20.79,28.07,33.64,23.23
Nalbari,2016,October,85.52,17.44,26.2,32.34,19.66
Nalbari,2016,November,1.04,13.83,22.55,29.56,15.65
Nalbari,2016,December,1.19,11.36,19.58,26.47,13.66
Nalbari,ANN,ANN,1895.12,16.34,25.14,37.53,10.07
Nalbari,2017,January,0.48,9.28,17.92,26.74,9.88
Nalbari,2017,February,38.88,9.72,20.07,28.78,12.04
Nalbari,2017,March,81.49,11.3,22.55,31.21,12.7
Nalbari,2017,April,286.45,16.44,26.34,33.81,17.36
Nalbari,2017,May,208.26,19.07,28.48,34.11,22.15
Nalbari,2017,June,332.37,21.34,29.33,34.7,25.05
Nalbari,2017,July,350.13,21.41,29.03,35.91,23.95
Nalbari,2017,August,292.01,21.74,28.78,34.05,24.96
Nalbari,2017,September,246.61,20.94,28.13,33.49,23.99
Nalbari,2017,October,145.95,18.14,26.1,32.49,17.96
Nalbari,2017,November,7.98,13.54,21.89,28.57,14.91
Nalbari,2017,December,0.67,11.76,19.23,25.72,13.14
Nalbari,ANN,ANN,1991.28,16.26,24.84,35.91,9.88
Nalbari,2018,January,0.57,8.79,16.19,24.92,7.45
Nalbari,2018,February,17.3,9.76,19.01,27.54,12.2
Nalbari,2018,March,72.85,11.72,23.19,30.99,14.53
Nalbari,2018,April,138.93,15.47,26.07,32.37,19.05
Nalbari,2018,May,274.09,18.08,27.53,33.71,20.22
Nalbari,2018,June,299.02,21.29,29.42,34.18,25.06
Nalbari,2018,July,261.95,21.85,29.53,34.38,25.86
Nalbari,2018,August,251.61,21.74,29.49,35.76,25.4
Nalbari,2018,September,255.85,20.6,28.34,34.02,24.19
Nalbari,2018,October,28.09,15.75,24.73,31.53,18.1
Nalbari,2018,November,15.85,12.56,20.91,29.05,14.2
Nalbari,2018,December,18.74,10.02,17.76,25.43,9.38
Nalbari,ANN,ANN,1634.85,15.66,24.37,35.76,7.45
Nalbari,2019,January,0.48,8.55,16.71,25.6,9.37
Nalbari,2019,February,27.47,9.1,18.25,27.01,10.76
Nalbari,2019,March,59.38,9.89,21.55,31.22,10.64
Nalbari,2019,April,241.52,14.72,25.72,34.45,18.49
Nalbari,2019,May,463.46,18.13,27.45,34.12,21.16
Nalbari,2019,June,229.31,21.22,29.67,35.55,23.56
Nalbari,2019,July,438.51,21.75,29.08,34.61,24.03
Nalbari,2019,August,190.12,21.97,29.8,36.2,25.84
Nalbari,2019,September,344.75,20.13,27.95,35.37,22.1
Nalbari,2019,October,134.11,16.18,24.8,32.22,16.91
Nalbari,2019,November,7.23,14.47,22.34,29.06,16.55
Nalbari,2019,December,0.41,9.76,16.81,24.94,7.89
Nalbari,ANN,ANN,2136.75,15.52,24.2,36.2,7.89
Nalbari,2020,January,12.18,9.09,15.79,23.99,8.03
Nalbari,2020,February,11.15,9.36,17.96,26.96,9.32
Nalbari,2020,March,18.32,11.62,22.28,31.78,15.15
Nalbari,2020,April,238.96,13.94,25.1,33.65,17.37
Nalbari,2020,May,525.96,17.84,27.38,33.64,21.61
Nalbari,2020,June,490.67,21.19,28.85,34.4,23.75
Nalbari,2020,July,400.46,21.97,28.82,33.76,25.36
Nalbari,2020,August,170.42,21.99,29.23,34.85,24.87
Nalbari,2020,September,274.26,21.08,27.94,34.18,23.61
Nalbari,2020,October,94.63,18.69,26.79,32.56,20.37
Nalbari,2020,November,1.02,13.14,21.5,29.45,13.46
Nalbari,2020,December,0.05,10.5,17.49,26.05,9.13
Nalbari,ANN,ANN,2238.08,15.89,24.11,34.85,8.03
Nalbari,2021,January,5.08,9.67,16.67,23.79,8.54
Nalbari,2021,February,3.98,9.3,18.57,27.36,9.4
Nalbari,2021,March,52.06,10.8,22.43,31.3,14.26
Nalbari,2021,April,96.93,13.22,25.47,34.1,17.19
Nalbari,2021,May,222.72,17.88,27.22,35.4,20.79
Nalbari,2021,June,302.34,20.92,29,34.33,24.62
Nalbari,2021,July,264.37,21.53,29.41,35.66,25.25
Nalbari,2021,August,181.86,21.4,28.73,34.62,24.86
Nalbari,2021,September,161.52,20.52,28.58,34.23,24.34
Nalbari,2021,October,82.02,17.84,26.18,33.66,17.99
Nalbari,2021,November,0.03,12.08,20.32,26.98,13.92
Nalbari,2021,December,1.36,10.09,18.09,26.99,10.98
Nalbari,ANN,ANN,1374.27,15.47,24.25,35.66,8.54
Nalbari,2022,January,20.73,8.95,16.75,24.45,8.35
Nalbari,2022,February,72.45,8.55,16.75,26.39,8.38
Nalbari,2022,March,47.72,11.11,24.23,34.05,13.98
Nalbari,2022,April,283.87,16.11,25.94,32.59,20.39
Nalbari,2022,May,381.93,18.5,28.02,34.57,20.81
Nalbari,2022,June,684.24,20.7,28.37,33.21,23.33
Nalbari,2022,July,171.8,21.78,29.19,35.21,24.78
Nalbari,2022,August,156.27,21.62,29.35,35.16,24.89
Nalbari,2022,September,89.29,20.21,27.86,34.69,23.99
Nalbari,2022,October,196.85,17.09,25.17,34.08,17.84
Nalbari,2022,November,0.06,12.06,20.6,28.19,13.62
Nalbari,2022,December,0.51,10.78,18.23,26.04,10.42
Nalbari,ANN,ANN,2105.72,15.66,24.25,35.21,8.35
Nalbari,2023,January,0,8.96,16.31,26.71,8.19
Nalbari,2023,February,2.83,9.83,19.33,28.22,11.04
Nalbari,2023,March,73.01,11.74,22.79,31.14,15.58
Nalbari,2023,April,73.94,13.18,26.58,36.8,17.63
Nalbari,2023,May,146.53,15.7,28.43,38.29,21.78
Nalbari,2023,June,321.53,20.22,30.19,39.05,24.47
Nalbari,2023,July,141.7,21.21,30.26,36.93,25.8
Nalbari,2023,August,215.62,21.53,29.72,36.07,24.89
Nalbari,2023,September,117.87,19.84,29.5,37.15,24.16
Nalbari,2023,October,65.8,15.74,26,34.03,19.11
Nalbari,2023,November,4.94,11.04,23.09,31.55,15.84
Nalbari,2023,December,6.21,9.48,20.13,29.45,12.07
Nalbari,ANN,ANN,1169.98,14.9,25.22,39.05,8.19
Nalbari,2024,January,2.41,7.41,17.52,26.65,10.05
Nalbari,2024,February,4.53,7.15,19.17,28.79,9.16
Nalbari,2024,March,112.31,9.07,23.8,34.8,13.66
Nalbari,2024,April,39.97,10.87,28.75,39.92,18.59
Nalbari,2024,May,320.48,15.57,29.9,41.7,21.14
Nalbari,2024,June,594.99,21.45,29.36,34.21,25.06
Nalbari,2024,July,329.85,22.35,29.85,35.85,25.62
Nalbari,2024,August,229.17,21.35,29.01,35.16,25.1
Nalbari,2024,September,148.83,20.99,29.6,36.44,23.54
Nalbari,2024,October,174.23,17.4,25.28,31.41,20.12
Nalbari,2024,November,4.48,12.94,21.26,29.28,12.93
Nalbari,2024,December,0.44,9.33,16.45,24.14,10.21
Nalbari,ANN,ANN,1961.69,14.68,25,41.7,9.16
Sivasagar,1981,January,32.5,8.11,15.88,22.73,8.95
Sivasagar,1981,February,47.19,8.83,18.02,27.64,10.72
Sivasagar,1981,March,149.13,10.66,21.58,30.21,14.33
Sivasagar,1981,April,135.46,13.05,24.21,32.7,16.61
Sivasagar,1981,May,297.53,16.72,27.31,35.12,20.7
Sivasagar,1981,June,513.1,19.64,28.61,36.07,22.54
Sivasagar,1981,July,531.94,20.74,28.35,34.95,23.83
Sivasagar,1981,August,371.38,20.82,28.57,34.5,24.16
Sivasagar,1981,September,249.74,18.91,27.08,33.09,22.71
Sivasagar,1981,October,100.33,15.46,24.59,30.31,17.58
Sivasagar,1981,November,6.78,11.4,20.07,26.86,12.79
Sivasagar,1981,December,49.61,9.18,16.71,24.85,9.88
Sivasagar,ANN,ANN,2484.69,14.49,23.44,36.07,8.95
Sivasagar,1982,January,30.54,8.31,16.56,25.14,10.17
Sivasagar,1982,February,98.25,8.51,16.6,26.07,8.09
Sivasagar,1982,March,31.6,9.96,21.11,31.9,12.18
Sivasagar,1982,April,201.19,13.79,24.57,32.75,16.96
Sivasagar,1982,May,156.18,15.98,27.85,35.84,19.97
Sivasagar,1982,June,349.63,18.74,27.72,35.87,22.64
Sivasagar,1982,July,401.06,19.96,28.1,34.71,23.16
Sivasagar,1982,August,117.73,20.2,28.56,35.55,23.94
Sivasagar,1982,September,221.94,18.53,27.16,35.27,21.82
Sivasagar,1982,October,48.95,14.14,24.09,30.44,17.02
Sivasagar,1982,November,26.26,10.77,19.87,28.05,12.49
Sivasagar,1982,December,9.25,8.03,16.42,23.89,7.11
Sivasagar,ANN,ANN,1692.58,13.94,23.25,35.87,7.11
Sivasagar,1983,January,15.75,6.31,15.04,25.21,6.6
Sivasagar,1983,February,19.31,6.38,17.15,28.05,7.29
Sivasagar,1983,March,31.35,7.92,21.89,34.2,11.06
Sivasagar,1983,April,93.37,10.07,25.75,35.69,16.88
Sivasagar,1983,May,167.59,14.78,27.07,38.67,17.43
Sivasagar,1983,June,191.03,17.89,30.44,39.38,23.8
Sivasagar,1983,July,164.98,19.43,30.2,38.65,24.47
Sivasagar,1983,August,129.9,18.98,29.61,37.72,24.34
Sivasagar,1983,September,385.36,18.88,27.31,34.48,22.04
Sivasagar,1983,October,101.93,16.13,25.14,34.03,17.64
Sivasagar,1983,November,9.06,10.63,20.15,28.86,13.23
Sivasagar,1983,December,36.13,7.39,16.17,24.63,8.46
Sivasagar,ANN,ANN,1345.76,12.94,23.86,39.38,6.6
Sivasagar,1984,January,8.7,6.44,14.35,23.38,7
Sivasagar,1984,February,19.26,6.56,17.72,28.87,9.38
Sivasagar,1984,March,13.18,7.28,23.93,36.09,13.6
Sivasagar,1984,April,110.77,12.01,27.88,37.2,19.71
Sivasagar,1984,May,187.61,14.99,28.06,37.18,21.47
Sivasagar,1984,June,245.09,18.9,29.38,40.14,22.82
Sivasagar,1984,July,556.6,19.84,27.7,34.14,23.16
Sivasagar,1984,August,217.89,19.73,28.76,36.8,23.79
Sivasagar,1984,September,274.43,17.5,25.91,34.02,20.7
Sivasagar,1984,October,87.98,15.88,24.35,31.99,17.39
Sivasagar,1984,November,0.84,9.99,18.7,26.92,11.94
Sivasagar,1984,December,20.68,8.18,16.06,24.53,9.25
Sivasagar,ANN,ANN,1743.03,13.13,23.58,40.14,7
Sivasagar,1985,January,5.36,7,15.49,25.06,8.36
Sivasagar,1985,February,12.66,6.74,17.25,27.78,9.62
Sivasagar,1985,March,103.99,9.84,23.16,34.74,13.88
Sivasagar,1985,April,111.94,12.87,26.87,36.36,17.02
Sivasagar,1985,May,96.95,14,29.05,38.26,20.55
Sivasagar,1985,June,275.67,18.59,29.47,37.74,23.81
Sivasagar,1985,July,591.13,19.29,27.36,34.62,23.19
Sivasagar,1985,August,221.26,20.38,28.77,34.91,24.12
Sivasagar,1985,September,295.47,18.74,26.85,33.79,22.67
Sivasagar,1985,October,40.41,15.17,24.24,30.38,17.11
Sivasagar,1985,November,8.46,10.18,18.83,27.15,12.49
Sivasagar,1985,December,68.51,8.41,16.4,24.21,10.86
Sivasagar,ANN,ANN,1831.81,13.47,23.68,38.26,8.36
Sivasagar,1986,January,7.78,7.46,15.52,23.89,7.76
Sivasagar,1986,February,8.55,7.35,18.12,27.97,10.59
Sivasagar,1986,March,24.73,7.94,22.19,34.56,11.55
Sivasagar,1986,April,114.62,11.82,26.42,36.84,17.86
Sivasagar,1986,May,46.39,12.32,29.42,39.49,18.38
Sivasagar,1986,June,241.63,17.41,31.19,39.86,24.04
Sivasagar,1986,July,315.98,19.5,28.76,36.16,23.13
Sivasagar,1986,August,241.9,19.55,28.76,36.07,23.93
Sivasagar,1986,September,231.45,17.81,26.44,32.93,20.71
Sivasagar,1986,October,194.17,14.13,22.88,29.79,16.8
Sivasagar,1986,November,15.17,10.85,19.34,28.61,13.21
Sivasagar,1986,December,9.04,8.17,16.44,25.38,9.18
Sivasagar,ANN,ANN,1451.41,12.89,23.81,39.86,7.76
Sivasagar,1987,January,3.56,7.11,16.68,26.42,9.33
Sivasagar,1987,February,22.09,7.7,19.59,30.24,11.2
Sivasagar,1987,March,53.1,9.04,22.82,34.59,13.8
Sivasagar,1987,April,133.16,11.96,26.79,36.43,19.57
Sivasagar,1987,May,130.64,13.98,28.69,38.81,19.84
Sivasagar,1987,June,193.36,18.38,30.86,38.85,24.87
Sivasagar,1987,July,404.41,20.07,28.12,33.44,22.86
Sivasagar,1987,August,387.3,19.71,28.1,36.24,22.55
Sivasagar,1987,September,437.59,19.15,27.12,33.2,20.74
Sivasagar,1987,October,82.24,14.8,24.18,30.45,17.07
Sivasagar,1987,November,7.97,11.65,20.93,27.54,14.33
Sivasagar,1987,December,12.34,9.06,17.99,24.88,10.8
Sivasagar,ANN,ANN,1867.76,13.58,24.34,38.85,9.33
Sivasagar,1988,January,5.91,7.46,16.59,24.36,9.87
Sivasagar,1988,February,29.04,7.89,19.23,27.51,11.94
Sivasagar,1988,March,121.84,9.34,21.91,32.81,12.77
Sivasagar,1988,April,128.79,12.35,25.96,36.04,15.37
Sivasagar,1988,May,405.78,16.56,28.05,36.64,20.38
Sivasagar,1988,June,139.53,19.62,28.54,35.12,23.31
Sivasagar,1988,July,555.06,20.59,28.7,35.64,24.17
Sivasagar,1988,August,507.69,20.39,27.99,34.71,23.74
Sivasagar,1988,September,305.58,19.17,27.22,33.78,22.23
Sivasagar,1988,October,152.41,16.51,24.88,30.86,18.47
Sivasagar,1988,November,38.82,11.77,20.64,27.97,14.31
Sivasagar,1988,December,9.51,9.85,17.86,25.3,10.86
Sivasagar,ANN,ANN,2399.96,14.31,23.97,36.64,9.87
Sivasagar,1989,January,27.27,7.36,14.54,22.75,7.16
Sivasagar,1989,February,100.1,7.5,16.58,27.15,8.65
Sivasagar,1989,March,18.41,9.12,21.51,32.35,12.32
Sivasagar,1989,April,147.6,11.49,25.69,35.88,15.59
Sivasagar,1989,May,132.9,15.62,28.51,36.79,17.05
Sivasagar,1989,June,257.79,18.62,29.57,37.97,24.12
Sivasagar,1989,July,468.74,19.97,28.4,35.62,21.72
Sivasagar,1989,August,204.63,19.8,28.62,34.38,23.11
Sivasagar,1989,September,307.39,19.09,27.01,32.78,22.38
Sivasagar,1989,October,140.61,16.02,24.51,31.95,16.95
Sivasagar,1989,November,27.47,10.58,19.25,26.74,13.28
Sivasagar,1989,December,11.03,7.5,15.47,24.18,8.68
Sivasagar,ANN,ANN,1843.94,13.59,23.34,37.97,7.16
Sivasagar,1990,January,28.93,8.15,16.65,25.47,9.18
Sivasagar,1990,February,69.99,8.28,17.59,25.61,10.2
Sivasagar,1990,March,54.5,9.33,21.13,31.47,12.74
Sivasagar,1990,April,215.63,13.03,24.03,33.15,14.85
Sivasagar,1990,May,169.49,16.28,28,35.53,19.7
Sivasagar,1990,June,496.08,19.71,28.23,34.59,23.45
Sivasagar,1990,July,635.05,20.46,28.44,34.27,24.44
Sivasagar,1990,August,277.91,20.41,29.32,35.76,24.58
Sivasagar,1990,September,486.76,19.01,27.15,35.41,20.31
Sivasagar,1990,October,139.15,15.16,24.08,31.66,17.55
Sivasagar,1990,November,1.8,11.5,21.04,27.89,14.42
Sivasagar,1990,December,0.01,8.86,16.93,23.83,11.23
Sivasagar,ANN,ANN,2575.3,14.21,23.58,35.76,9.18
Sivasagar,1991,January,0.69,7.07,15.21,25.14,7.94
Sivasagar,1991,February,1.06,7.79,18.86,29.17,11.25
Sivasagar,1991,March,6.39,8.6,23.69,34.26,14.42
Sivasagar,1991,April,14.63,9.89,27.67,37.98,18.28
Sivasagar,1991,May,31.07,13.57,30.28,40.56,21.46
Sivasagar,1991,June,397.76,18.88,29.26,36.44,22.7
Sivasagar,1991,July,425.28,20.71,28.84,35.44,24.76
Sivasagar,1991,August,389.52,20.1,28.49,35.73,23.56
Sivasagar,1991,September,440.18,18.82,26.9,32.3,22.37
Sivasagar,1991,October,118.17,15.51,24.16,31.15,18.98
Sivasagar,1991,November,16.27,10.76,19.29,27.47,13.04
Sivasagar,1991,December,38.03,8.27,15.62,23.49,8.08
Sivasagar,ANN,ANN,1879.05,13.36,24.05,40.56,7.94
Sivasagar,1992,January,30.59,7.35,14.57,23.83,6.97
Sivasagar,1992,February,83.02,7.53,15.52,23.85,8.51
Sivasagar,1992,March,74.46,9.61,21.25,32.29,11.68
Sivasagar,1992,April,117.8,12.19,25.7,34.13,16.67
Sivasagar,1992,May,176.2,14.63,27.42,35.96,19.38
Sivasagar,1992,June,301.84,18.09,29.01,36.07,22.72
Sivasagar,1992,July,365.76,19.61,28.2,34.31,23.59
Sivasagar,1992,August,345.43,19.63,28.57,35.33,23.21
Sivasagar,1992,September,176.22,18.06,27.2,34.55,21.23
Sivasagar,1992,October,87.87,14.4,23.44,30.95,15.69
Sivasagar,1992,November,6,10.66,19.55,28.11,12.54
Sivasagar,1992,December,6,7.33,15.57,24.01,9.8
Sivasagar,ANN,ANN,1771.19,13.27,23.02,36.07,6.97
Sivasagar,1993,January,65.61,7.16,14.42,24.71,7.79
Sivasagar,1993,February,76.01,8.34,18.68,27.1,8.89
Sivasagar,1993,March,60.99,8.3,21.32,30.93,12.8
Sivasagar,1993,April,96.02,11.01,25.67,35.28,14.67
Sivasagar,1993,May,245.84,15.86,27.16,35.24,19.96
Sivasagar,1993,June,432.17,18.89,27.92,34.94,21.86
Sivasagar,1993,July,393.73,20.22,28.7,34.71,24.09
Sivasagar,1993,August,549.26,19.89,27.62,33.14,22.58
Sivasagar,1993,September,318.35,18.46,27.07,34.65,21.89
Sivasagar,1993,October,97.83,15.04,24.47,31.08,17.14
Sivasagar,1993,November,4.91,11.3,20.14,28.73,13.9
Sivasagar,1993,December,2.33,8.56,17.37,24.5,11.29
Sivasagar,ANN,ANN,2343.05,13.61,23.4,35.28,7.79
Sivasagar,1994,January,21.01,7.3,16.48,24.51,9.12
Sivasagar,1994,February,27.94,7.39,17.09,26.14,10.16
Sivasagar,1994,March,133.27,9.65,22.2,33.22,12.13
Sivasagar,1994,April,153.56,12.14,25.52,35.39,17.71
Sivasagar,1994,May,313.85,15.8,28.51,37.34,21.81
Sivasagar,1994,June,384.45,19.62,28.95,35.63,23.32
Sivasagar,1994,July,305.67,20.61,29.74,37.09,24.49
Sivasagar,1994,August,335.95,20.29,29.46,35.78,24.41
Sivasagar,1994,September,267.54,18.97,28.23,34.6,22.1
Sivasagar,1994,October,147.91,14.1,23.51,30.24,17.55
Sivasagar,1994,November,6.03,10.65,20.3,28.53,13.4
Sivasagar,1994,December,0.08,7.2,16.33,24.45,10.05
Sivasagar,ANN,ANN,2097.26,13.68,23.89,37.34,9.12
Sivasagar,1995,January,13.16,6.28,15.45,24.42,7.87
Sivasagar,1995,February,46.24,7.05,17.98,28.34,10.78
Sivasagar,1995,March,14.8,7.78,22.66,35.21,11.72
Sivasagar,1995,April,87.88,10.07,26.88,37.13,16.15
Sivasagar,1995,May,288.51,16.48,29.36,37.72,22.15
Sivasagar,1995,June,481.99,19.9,28.9,36.83,22.95
Sivasagar,1995,July,393.32,20.23,28.15,33.63,24.12
Sivasagar,1995,August,310.48,19.94,28.66,34.6,23.44
Sivasagar,1995,September,357.58,18.49,26.64,35.95,20.06
Sivasagar,1995,October,79.99,15.42,24.88,30.97,17.46
Sivasagar,1995,November,38.77,12.31,20.72,27.89,13.47
Sivasagar,1995,December,23.37,8.94,16.53,23.01,10.43
Sivasagar,ANN,ANN,2136.09,13.61,23.93,37.72,7.87
Sivasagar,1996,January,22.55,7.59,15.21,23.12,7.86
Sivasagar,1996,February,29.89,8.13,18.49,26.83,10.09
Sivasagar,1996,March,86.3,10.61,22.99,32.77,13.97
Sivasagar,1996,April,113.44,11.29,26.24,36.37,14.76
Sivasagar,1996,May,459.83,16.94,27.59,34.43,18.68
Sivasagar,1996,June,163.1,18.43,28.85,36.73,22.4
Sivasagar,1996,July,340.71,20.3,28.22,37.57,23.42
Sivasagar,1996,August,342.79,19.71,28.34,34.71,23.31
Sivasagar,1996,September,144.87,18.67,27.49,35.14,22.77
Sivasagar,1996,October,113.42,14.76,24.13,31.27,18.36
Sivasagar,1996,November,6.8,11.17,20.44,28.98,12.24
Sivasagar,1996,December,0,7.48,17.16,24.98,11.19
Sivasagar,ANN,ANN,1823.7,13.78,23.77,37.57,7.86
Sivasagar,1997,January,12.79,6.12,15.75,24.16,8.56
Sivasagar,1997,February,51.15,6.47,16.27,26.91,7.35
Sivasagar,1997,March,117.45,8.94,22.45,32.47,12.94
Sivasagar,1997,April,86.79,10.93,24.61,35.04,15.56
Sivasagar,1997,May,213.95,14.59,28.34,37.43,20.84
Sivasagar,1997,June,461.05,18.99,28.4,34.26,22.04
Sivasagar,1997,July,337.99,20.29,28.27,34.39,22.17
Sivasagar,1997,August,288.3,20.05,28.73,36.19,23.3
Sivasagar,1997,September,204.13,17.99,26.2,34.15,18.74
Sivasagar,1997,October,21.82,13.52,23.4,30.31,16.17
Sivasagar,1997,November,16.89,10.97,20.06,28.12,13.7
Sivasagar,1997,December,22.01,7.9,16.39,24.23,8.53
Sivasagar,ANN,ANN,1834.32,13.1,23.28,37.43,7.35
Sivasagar,1998,January,12.04,6.26,14.67,24.62,7
Sivasagar,1998,February,39.46,7.38,18.04,27.63,10.18
Sivasagar,1998,March,72.36,8.45,21.18,32.61,11.6
Sivasagar,1998,April,83.37,11.59,26.88,36.59,15.92
